scenario,level,system,expression_group,expression_group_layer,expression_subgroup,ngram,count,matched_constraints,constraint_hit_count,scenario_heavy
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,accountability and early,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,delivered early a,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,early delivery of,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,lock in early,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,time_horizons,now not later,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,a phased rollout,3,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,implement detours overrides,3,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans logs and,3,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,full scale rollout,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,must be implemented,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,pilot phased rollout,2,imagination_and_possibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,plans databases logs,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,rollout pilot corridor,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,action_and_execution,timing plans databases,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,a phased rollout,3,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,exit and transition,3,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,a later phase,2,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,exposure operational maturity,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,formats exit transition,2,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,formats priced transition,2,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,change_and_rate,pilot phased rollout,2,imagination_and_possibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,past_present_future,future lock in,3,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,year cost exposure,3,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,adding cost time,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,buffer before the,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost exposure operational,2,practicality_and_feasibility,2,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost view and,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,failover adding cost,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,for budget chair,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,rates deliverables timelines,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,real schedule threat,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,remedies schedule accountability,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,phased rollout pilot,2,imagination_and_possibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot corridor first,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot corridor prove,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot corridor with,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,pilot phased rollout,2,imagination_and_possibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,rollout pilot corridor,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,path_toward_feasibility,viable alternative only,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,conditional alternative novagrid,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,imagination_and_possibility,constraint_aligned,exploration_within_bounds,viable alternative only,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,bound or fixed,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constrained contractually novagrid,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,cpi bound or,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,incident adaptive features,2,temporal_dynamics,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,viable alternative only,2,imagination_and_possibility,1,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,written time bounded,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,practical_considerations_and_execution,constraint_aligned,friction_and_blockers,certainty approval friction,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,friction_exposed,certainty approval friction,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,and continuity risks,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,chain risk than,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,continuity risks and,2,practicality_and_feasibility;temporal_dynamics,2,False
S1,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,real schedule threat,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,warning,cross_cutting,main,schedule threat modular,2,practicality_and_feasibility,1,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,corridor prove stability,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,stability and incident,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,temporal_projection,constraint_aligned,robustness_and_resilience,stable cutover before,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,facts you provided,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,truth,constraint_aligned,fact_vs_interpretation,given your facts,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,hedging,cross_cutting,single_word_markers,appearing to pick,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,surfacing,cross_cutting,hard_limit_refusal,civitas cannot meet,2,,0,False
S1,trigrams,HYBRID_SEMANTIC,autonomy_sovereignty,cross_cutting,single_word_markers,reasons to choose,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,and penalty schedule,3,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,cost of disruption,2,practicality_and_feasibility;temporal_dynamics,2,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,detection proactive mitigation,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,penalty schedule expected,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,reliable detection mitigation,2,practicality_and_feasibility;truth_and_fact,2,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions,rev b timeline,2,practicality_and_feasibility;temporal_dynamics,1,False
S3,trigrams,AC15,imagination_and_possibility,constraint_aligned,exploration_within_bounds,prototype validated evt,2,imagination_and_possibility,1,False
S3,trigrams,AC15,imagination_and_possibility,constraint_aligned,exploration_within_bounds,shielding prototype validated,2,imagination_and_possibility,1,False
S3,trigrams,AC15,imagination_and_possibility,constraint_aligned,path_toward_feasibility,prototype validated evt,2,imagination_and_possibility,1,False
S3,trigrams,AC15,imagination_and_possibility,constraint_aligned,path_toward_feasibility,shielding prototype validated,2,imagination_and_possibility,1,False
S3,trigrams,AC15,truth,constraint_aligned,verification,prototype validated evt,2,imagination_and_possibility,1,False
S3,trigrams,AC15,truth,constraint_aligned,verification,shielding prototype validated,2,imagination_and_possibility,1,False
S3,trigrams,AC15,truth,constraint_aligned,verification,validated evt dvt,2,,0,False
S3,trigrams,AC15,truth,constraint_aligned,verification,verification bench emi,2,truth_and_fact,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,a quarter launch,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,a revised rollout,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,constrained launch parallel,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,constrained launch path,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,de risked execution,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,launch parallel hardware,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,restructure the launch,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,rev b execution,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,risked execution not,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,action_and_execution,ship within an,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,a clearly bounded,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,bound the failure,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,clearly bounded operating,2,,0,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constrained launch parallel,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,constrained launch path,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,controls software constraints,2,practicality_and_feasibility,1,False
S3,trigrams,AC15,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs,for known limitations,2,,0,False
S3,trigrams,AC15,temporal_projection,constraint_aligned,robustness_and_resilience,a more robust,2,temporal_dynamics,1,False
S3,trigrams,AC15,temporal_projection,constraint_aligned,robustness_and_resilience,more robust nav,2,temporal_dynamics,1,False
